"g#","initial_alias","initial_ensg","o#","ortholog_name","ortholog_ensg","description"
"173","Q3UEB3-2","ENSMUSG00000002524","173.1.1","PUF60","ENSG00000179950","poly(U) binding splicing factor 60 [Source:HGNC Symbol;Acc:HGNC:17042]"
"174","Q6A065","ENSMUSG00000057335","174.1.1","CEP170","ENSG00000143702","centrosomal protein 170 [Source:HGNC Symbol;Acc:HGNC:28920]"
"175","Q7TS68","ENSMUSG00000026707","175.1.1","NSUN6","ENSG00000241058","NOP2/Sun RNA methyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:23529]"
"176","Q80U58-2","ENSMUSG00000020594","176.1.1","PUM2","ENSG00000055917","pumilio RNA binding family member 2 [Source:HGNC Symbol;Acc:HGNC:14958]"
"177","Q8BK63","ENSMUSG00000024576","177.1.1","N/A","N/A","N/A"
"178","Q8BND3-2","ENSMUSG00000066643","178.1.1","WDR35","ENSG00000118965","WD repeat domain 35 [Source:HGNC Symbol;Acc:HGNC:29250]"
"179","Q8BTT6","N/A","179.1.1","N/A","N/A","N/A"
"180","Q9CQU5","ENSMUSG00000019923","180.1.1","ZWINT","ENSG00000122952","ZW10 interacting kinetochore protein [Source:HGNC Symbol;Acc:HGNC:13195]"
"181","Q9D4H1","ENSMUSG00000021357","181.1.1","EXOC2","ENSG00000112685","exocyst complex component 2 [Source:HGNC Symbol;Acc:HGNC:24968]"
"182","Q9Z0N1","ENSMUSG00000035150","182.1.1","EIF2S3","ENSG00000130741","eukaryotic translation initiation factor 2 subunit gamma [Source:HGNC Symbol;Acc:HGNC:3267]"
"182","Q9Z0N1","ENSMUSG00000035150","182.1.2","EIF2S3B","ENSG00000180574","eukaryotic translation initiation factor 2 subunit gamma B [Source:HGNC Symbol;Acc:HGNC:43863]"
"183","A2AGH6","ENSMUSG00000079487","183.1.1","MED12","ENSG00000184634","mediator complex subunit 12 [Source:HGNC Symbol;Acc:HGNC:11957]"
"184","E9Q9R9","ENSMUSG00000021782","184.1.1","DLG5","ENSG00000151208","discs large MAGUK scaffold protein 5 [Source:HGNC Symbol;Acc:HGNC:2904]"
"185","O08573","ENSMUSG00000001123","185.1.1","LGALS14","ENSG00000006659","galectin 14 [Source:HGNC Symbol;Acc:HGNC:30054]"
"185","O08573","ENSMUSG00000001123","185.1.2","LGALS13","ENSG00000105198","galectin 13 [Source:HGNC Symbol;Acc:HGNC:15449]"
"185","O08573","ENSMUSG00000001123","185.1.3","LGALS16","ENSG00000249861","galectin 16 [Source:HGNC Symbol;Acc:HGNC:40039]"
"186","P08042","N/A","186.1.1","N/A","N/A","N/A"
"187","P14576","ENSMUSG00000073079","187.1.1","SRP54","ENSG00000100883","signal recognition particle 54 [Source:HGNC Symbol;Acc:HGNC:11301]"
"187","P14576","ENSMUSG00000112449","187.2.1","SRP54","ENSG00000100883","signal recognition particle 54 [Source:HGNC Symbol;Acc:HGNC:11301]"
"188","P50580","ENSMUSG00000025364","188.1.1","PA2G4","ENSG00000170515","proliferation-associated 2G4 [Source:HGNC Symbol;Acc:HGNC:8550]"
"188","P50580","ENSMUSG00000025364","188.1.2","","ENSG00000257411","novel protein"
"189","Q501J6","ENSMUSG00000055065","189.1.1","DDX17","ENSG00000100201","DEAD-box helicase 17 [Source:HGNC Symbol;Acc:HGNC:2740]"
"190","Q99104","ENSMUSG00000034593","190.1.1","MYO5A","ENSG00000197535","myosin VA [Source:HGNC Symbol;Acc:HGNC:7602]"
"191","Q60875","ENSMUSG00000028059","191.1.1","ARHGEF2","ENSG00000116584","Rho/Rac guanine nucleotide exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:682]"
"192","P24547","ENSMUSG00000062867","192.1.1","IMPDH2","ENSG00000178035","inosine monophosphate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:6053]"
"193","Q80X73","ENSMUSG00000042275","193.1.1","PELO","ENSG00000152684","pelota mRNA surveillance and ribosome rescue factor [Source:HGNC Symbol;Acc:HGNC:8829]"
"194","Q8C0C7","ENSMUSG00000003808","194.1.1","FARSA","ENSG00000179115","phenylalanyl-tRNA synthetase subunit alpha [Source:HGNC Symbol;Acc:HGNC:3592]"
"195","Q91VX2","ENSMUSG00000028433","195.1.1","UBAP2","ENSG00000137073","ubiquitin associated protein 2 [Source:HGNC Symbol;Acc:HGNC:14185]"
"196","Q9Z277","ENSMUSG00000002748","196.1.1","BAZ1B","ENSG00000009954","bromodomain adjacent to zinc finger domain 1B [Source:HGNC Symbol;Acc:HGNC:961]"
"197","Q61771","ENSMUSG00000027475","197.1.1","KIF3B","ENSG00000101350","kinesin family member 3B [Source:HGNC Symbol;Acc:HGNC:6320]"
"198","Q8CGY8","ENSMUSG00000034160","198.1.1","OGT","ENSG00000147162","O-linked N-acetylglucosamine (GlcNAc) transferase [Source:HGNC Symbol;Acc:HGNC:8127]"
"199","P61255","ENSMUSG00000060938","199.1.1","N/A","N/A","N/A"
"200","Q8BWW4","N/A","200.1.1","N/A","N/A","N/A"
"201","Q8CJG0","ENSMUSG00000036698","201.1.1","AGO2","ENSG00000123908","argonaute RISC catalytic component 2 [Source:HGNC Symbol;Acc:HGNC:3263]"
"202","Q9CQC6","ENSMUSG00000051223","202.1.1","BZW1","ENSG00000082153","basic leucine zipper and W2 domains 1 [Source:HGNC Symbol;Acc:HGNC:18380]"
"203","Q9JJD0","ENSMUSG00000036442","203.1.1","THAP11","ENSG00000168286","THAP domain containing 11 [Source:HGNC Symbol;Acc:HGNC:23194]"
"204","Q9Z2D0","ENSMUSG00000035078","204.1.1","MTMR9","ENSG00000104643","myotubularin related protein 9 [Source:HGNC Symbol;Acc:HGNC:14596]"
"205","B1AZI6","ENSMUSG00000037475","205.1.1","THOC2","ENSG00000125676","THO complex 2 [Source:HGNC Symbol;Acc:HGNC:19073]"
"206","P23249","ENSMUSG00000002227","206.1.1","MOV10","ENSG00000155363","Mov10 RISC complex RNA helicase [Source:HGNC Symbol;Acc:HGNC:7200]"
"207","P35922-9","N/A","207.1.1","N/A","N/A","N/A"
"208","P47962","ENSMUSG00000058558","208.1.1","N/A","N/A","N/A"
"209","P61079","ENSMUSG00000078578","209.1.1","N/A","N/A","N/A"
"210","Q0KL02","ENSMUSG00000022263","210.1.1","TRIO","ENSG00000038382","trio Rho guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:12303]"
"211","Q3TIV5","ENSMUSG00000027091","211.1.1","ZC3H15","ENSG00000065548","zinc finger CCCH-type containing 15 [Source:HGNC Symbol;Acc:HGNC:29528]"
"212","Q3U0V1","ENSMUSG00000007670","212.1.1","KHSRP","ENSG00000088247","KH-type splicing regulatory protein [Source:HGNC Symbol;Acc:HGNC:6316]"
"213","Q4VA53","ENSMUSG00000034021","213.1.1","PDS5B","ENSG00000083642","PDS5 cohesin associated factor B [Source:HGNC Symbol;Acc:HGNC:20418]"
"214","Q5BLK4","N/A","214.1.1","N/A","N/A","N/A"
"215","Q5PSV9","N/A","215.1.1","N/A","N/A","N/A"
"216","Q60631","ENSMUSG00000059923","216.1.1","GRB2","ENSG00000177885","growth factor receptor bound protein 2 [Source:HGNC Symbol;Acc:HGNC:4566]"
"217","Q61937","ENSMUSG00000057113","217.1.1","NPM1","ENSG00000181163","nucleophosmin 1 [Source:HGNC Symbol;Acc:HGNC:7910]"
"218","Q64213","ENSMUSG00000024949","218.1.1","SF1","ENSG00000168066","splicing factor 1 [Source:HGNC Symbol;Acc:HGNC:12950]"
"219","Q6PAC3","ENSMUSG00000022300","219.1.1","DCAF13","ENSG00000164934","DDB1 and CUL4 associated factor 13 [Source:HGNC Symbol;Acc:HGNC:24535]"
"220","Q6PDK2","ENSMUSG00000048154","220.1.1","KMT2D","ENSG00000167548","lysine methyltransferase 2D [Source:HGNC Symbol;Acc:HGNC:7133]"
"221","Q6PGG6","ENSMUSG00000025266","221.1.1","GNL3L","ENSG00000130119","G protein nucleolar 3 like [Source:HGNC Symbol;Acc:HGNC:25553]"
"222","Q7TMB8","ENSMUSG00000030447","222.1.1","CYFIP1","ENSG00000273749","cytoplasmic FMR1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:13759]"
"223","Q8BNV1","ENSMUSG00000022721","223.1.1","TRMT2A","ENSG00000099899","tRNA methyltransferase 2 homolog A [Source:HGNC Symbol;Acc:HGNC:24974]"
"224","Q8R3V5","ENSMUSG00000026860","224.1.1","SH3GLB2","ENSG00000148341","SH3 domain containing GRB2 like, endophilin B2 [Source:HGNC Symbol;Acc:HGNC:10834]"
"225","Q99K48","ENSMUSG00000031311","225.1.1","NONO","ENSG00000147140","non-POU domain containing octamer binding [Source:HGNC Symbol;Acc:HGNC:7871]"
"226","Q9ERU9","ENSMUSG00000003226","226.1.1","RANBP2","ENSG00000153201","RAN binding protein 2 [Source:HGNC Symbol;Acc:HGNC:9848]"
"227","Q9JKX4","ENSMUSG00000018697","227.1.1","AATF","ENSG00000275700","apoptosis antagonizing transcription factor [Source:HGNC Symbol;Acc:HGNC:19235]"
"228","Q9QX47","ENSMUSG00000022961","228.1.1","SON","ENSG00000159140","SON DNA and RNA binding protein [Source:HGNC Symbol;Acc:HGNC:11183]"
"229","Q9WUA2","ENSMUSG00000026245","229.1.1","FARSB","ENSG00000116120","phenylalanyl-tRNA synthetase subunit beta [Source:HGNC Symbol;Acc:HGNC:17800]"
"230","Q9Z0S9","ENSMUSG00000003380","230.1.1","RABAC1","ENSG00000105404","Rab acceptor 1 [Source:HGNC Symbol;Acc:HGNC:9794]"
"231","O35071","ENSMUSG00000020821","231.1.1","KIF1C","ENSG00000129250","kinesin family member 1C [Source:HGNC Symbol;Acc:HGNC:6317]"
"232","O88895","N/A","232.1.1","N/A","N/A","N/A"
"233","Q6ZQ38","ENSMUSG00000020114","233.1.1","CAND1","ENSG00000111530","cullin associated and neddylation dissociated 1 [Source:HGNC Symbol;Acc:HGNC:30688]"
"234","Q80U62","ENSMUSG00000035629","234.1.1","RUBCN","ENSG00000145016","rubicon autophagy regulator [Source:HGNC Symbol;Acc:HGNC:28991]"
"235","Q8BGT7","ENSMUSG00000025024","235.1.1","SMNDC1","ENSG00000119953","survival motor neuron domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16900]"
"236","Q91W50","ENSMUSG00000068823","236.1.1","CSDE1","ENSG00000009307","cold shock domain containing E1 [Source:HGNC Symbol;Acc:HGNC:29905]"
"237","Q920P5","ENSMUSG00000039058","237.1.1","AK5","ENSG00000154027","adenylate kinase 5 [Source:HGNC Symbol;Acc:HGNC:365]"
"238","O54950","ENSMUSG00000067713","238.1.1","PRKAG1","ENSG00000181929","protein kinase AMP-activated non-catalytic subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:9385]"
"239","Q99NB9","N/A","239.1.1","N/A","N/A","N/A"
"240","Q69ZF8","ENSMUSG00000066415","240.1.1","MSL2","ENSG00000174579","MSL complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:25544]"
"241","Q9JJY4","ENSMUSG00000027905","241.1.1","DDX20","ENSG00000064703","DEAD-box helicase 20 [Source:HGNC Symbol;Acc:HGNC:2743]"
"242","O89079","ENSMUSG00000055681","242.1.1","COPE","ENSG00000105669","COPI coat complex subunit epsilon [Source:HGNC Symbol;Acc:HGNC:2234]"
"243","P70404","ENSMUSG00000002010","243.1.1","IDH3G","ENSG00000067829","isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit gamma [Source:HGNC Symbol;Acc:HGNC:5386]"
"244","Q06138","ENSMUSG00000036707","244.1.1","CAB39","ENSG00000135932","calcium binding protein 39 [Source:HGNC Symbol;Acc:HGNC:20292]"
"245","Q08093","ENSMUSG00000004665","245.1.1","CNN2","ENSG00000064666","calponin 2 [Source:HGNC Symbol;Acc:HGNC:2156]"
"246","Q60864","ENSMUSG00000024966","246.1.1","STIP1","ENSG00000168439","stress induced phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:11387]"
"247","Q8K019","ENSMUSG00000037608","247.1.1","BCLAF1","ENSG00000029363","BCL2 associated transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:16863]"
"248","Q9CXT8","ENSMUSG00000029017","248.1.1","PMPCB","ENSG00000105819","peptidase, mitochondrial processing subunit beta [Source:HGNC Symbol;Acc:HGNC:9119]"
"249","A2AN08","ENSMUSG00000066036","249.1.1","UBR4","ENSG00000127481","ubiquitin protein ligase E3 component n-recognin 4 [Source:HGNC Symbol;Acc:HGNC:30313]"
"250","O08756","N/A","250.1.1","N/A","N/A","N/A"
"251","O35286","ENSMUSG00000029169","251.1.1","DHX15","ENSG00000109606","DEAH-box helicase 15 [Source:HGNC Symbol;Acc:HGNC:2738]"
"252","P42230","ENSMUSG00000004043","252.1.1","STAT5A","ENSG00000126561","signal transducer and activator of transcription 5A [Source:HGNC Symbol;Acc:HGNC:11366]"
"253","Q3TWW8","ENSMUSG00000016921","253.1.1","SRSF6","ENSG00000124193","serine and arginine rich splicing factor 6 [Source:HGNC Symbol;Acc:HGNC:10788]"
"254","Q3UFM5","ENSMUSG00000001569","254.1.1","NOM1","ENSG00000146909","nucleolar protein with MIF4G domain 1 [Source:HGNC Symbol;Acc:HGNC:13244]"
"255","Q7TS74","ENSMUSG00000048327","255.1.1","CKAP2L","ENSG00000169607","cytoskeleton associated protein 2 like [Source:HGNC Symbol;Acc:HGNC:26877]"
"256","Q8BNE1","ENSMUSG00000036667","256.1.1","TCAF1","ENSG00000198420","TRPM8 channel associated factor 1 [Source:HGNC Symbol;Acc:HGNC:22201]"
"257","Q8BRF7","ENSMUSG00000020952","257.1.1","SCFD1","ENSG00000092108","sec1 family domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20726]"
"258","Q8BZ03","ENSMUSG00000041187","258.1.1","PRKD2","ENSG00000105287","protein kinase D2 [Source:HGNC Symbol;Acc:HGNC:17293]"
"259","Q8C0D5","ENSMUSG00000038563","259.1.1","EFL1","ENSG00000140598","elongation factor like GTPase 1 [Source:HGNC Symbol;Acc:HGNC:25789]"
"260","Q8K284","ENSMUSG00000032777","260.1.1","GTF3C1","ENSG00000077235","general transcription factor IIIC subunit 1 [Source:HGNC Symbol;Acc:HGNC:4664]"
"261","Q8R081","ENSMUSG00000015165","261.1.1","HNRNPL","ENSG00000104824","heterogeneous nuclear ribonucleoprotein L [Source:HGNC Symbol;Acc:HGNC:5045]"
"261","Q8R081","ENSMUSG00000015165","261.1.2","","ENSG00000268083","novel protein"
"262","Q8R3L2","ENSMUSG00000001472","262.1.1","TCF25","ENSG00000141002","transcription factor 25 [Source:HGNC Symbol;Acc:HGNC:29181]"
"263","Q99JP6-2","ENSMUSG00000003573","263.1.1","HOMER3","ENSG00000051128","homer scaffold protein 3 [Source:HGNC Symbol;Acc:HGNC:17514]"
"263","Q99JP6-2","ENSMUSG00000003573","263.1.2","","ENSG00000268193","novel transcript"
"264","Q99PU8","ENSMUSG00000032480","264.1.1","DHX30","ENSG00000132153","DExH-box helicase 30 [Source:HGNC Symbol;Acc:HGNC:16716]"
"265","Q9R1B9","ENSMUSG00000031558","265.1.1","SLIT2","ENSG00000145147","slit guidance ligand 2 [Source:HGNC Symbol;Acc:HGNC:11086]"
"266","Q9WUU9","ENSMUSG00000001150","266.1.1","MCM3AP","ENSG00000160294","minichromosome maintenance complex component 3 associated protein [Source:HGNC Symbol;Acc:HGNC:6946]"
"267","Q9Z2I8","ENSMUSG00000061838","267.1.1","SUCLG2","ENSG00000172340","succinate-CoA ligase GDP-forming subunit beta [Source:HGNC Symbol;Acc:HGNC:11450]"
"268","Q3TIX9","ENSMUSG00000056305","268.1.1","USP39","ENSG00000168883","ubiquitin specific peptidase 39 [Source:HGNC Symbol;Acc:HGNC:20071]"
"269","Q64012","ENSMUSG00000027593","269.1.1","RALY","ENSG00000125970","RALY heterogeneous nuclear ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:15921]"
"270","Q6P5F9","ENSMUSG00000020290","270.1.1","XPO1","ENSG00000082898","exportin 1 [Source:HGNC Symbol;Acc:HGNC:12825]"
"271","Q8CH02","ENSMUSG00000011306","271.1.1","SUGP1","ENSG00000105705","SURP and G-patch domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18643]"
"272","P52479","ENSMUSG00000031826","272.1.1","USP10","ENSG00000103194","ubiquitin specific peptidase 10 [Source:HGNC Symbol;Acc:HGNC:12608]"
"273","P61957","ENSMUSG00000020738","273.1.1","SUMO4","ENSG00000177688","small ubiquitin like modifier 4 [Source:HGNC Symbol;Acc:HGNC:21181]"
"274","P63028","ENSMUSG00000060126","274.1.1","N/A","N/A","N/A"
"275","Q99KY4","N/A","275.1.1","N/A","N/A","N/A"
"276","Q99L45","ENSMUSG00000074656","276.1.1","EIF2S2","ENSG00000125977","eukaryotic translation initiation factor 2 subunit beta [Source:HGNC Symbol;Acc:HGNC:3266]"
"277","O70133-2","N/A","277.1.1","N/A","N/A","N/A"
"278","Q09XV5","ENSMUSG00000053754","278.1.1","CHD8","ENSG00000100888","chromodomain helicase DNA binding protein 8 [Source:HGNC Symbol;Acc:HGNC:20153]"
"279","Q61286","ENSMUSG00000032228","279.1.1","TCF12","ENSG00000140262","transcription factor 12 [Source:HGNC Symbol;Acc:HGNC:11623]"
"280","Q925J9","ENSMUSG00000018160","280.1.1","MED1","ENSG00000125686","mediator complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:9234]"
"281","O88196","N/A","281.1.1","N/A","N/A","N/A"
"282","Q3UHC2","ENSMUSG00000015133","282.1.1","LRRK1","ENSG00000154237","leucine rich repeat kinase 1 [Source:HGNC Symbol;Acc:HGNC:18608]"
"283","Q6PAQ4","ENSMUSG00000052406","283.1.1","REXO4","ENSG00000148300","REX4 homolog, 3'-5' exonuclease [Source:HGNC Symbol;Acc:HGNC:12820]"
"284","F8VPZ5","ENSMUSG00000054051","284.1.1","ERCC6","ENSG00000225830","ERCC excision repair 6, chromatin remodeling factor [Source:HGNC Symbol;Acc:HGNC:3438]"
"285","O54774","ENSMUSG00000020198","285.1.1","AP3D1","ENSG00000065000","adaptor related protein complex 3 subunit delta 1 [Source:HGNC Symbol;Acc:HGNC:568]"
"286","P20060","ENSMUSG00000021665","286.1.1","HEXB","ENSG00000049860","hexosaminidase subunit beta [Source:HGNC Symbol;Acc:HGNC:4879]"
"287","P51660","ENSMUSG00000024507","287.1.1","HSD17B4","ENSG00000133835","hydroxysteroid 17-beta dehydrogenase 4 [Source:HGNC Symbol;Acc:HGNC:5213]"
"288","P51954","ENSMUSG00000031644","288.1.1","NEK1","ENSG00000137601","NIMA related kinase 1 [Source:HGNC Symbol;Acc:HGNC:7744]"
"289","P60710","ENSMUSG00000029580","289.1.1","ACTB","ENSG00000075624","actin beta [Source:HGNC Symbol;Acc:HGNC:132]"
"290","P62830","ENSMUSG00000071415","290.1.1","RPL23","ENSG00000125691","ribosomal protein L23 [Source:HGNC Symbol;Acc:HGNC:10316]"
"291","P70168","ENSMUSG00000001440","291.1.1","KPNB1","ENSG00000108424","karyopherin subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:6400]"
"292","P70398","N/A","292.1.1","N/A","N/A","N/A"
"293","P70670","ENSMUSG00000061315","293.1.1","NACA","ENSG00000196531","nascent polypeptide associated complex subunit alpha [Source:HGNC Symbol;Acc:HGNC:7629]"
"294","P84104-2","ENSMUSG00000071172","294.1.1","SRSF3","ENSG00000112081","serine and arginine rich splicing factor 3 [Source:HGNC Symbol;Acc:HGNC:10785]"
"295","P97310","ENSMUSG00000002870","295.1.1","MCM2","ENSG00000073111","minichromosome maintenance complex component 2 [Source:HGNC Symbol;Acc:HGNC:6944]"
"296","P97855","ENSMUSG00000018583","296.1.1","G3BP1","ENSG00000145907","G3BP stress granule assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:30292]"
"297","Q3UPF5","ENSMUSG00000029826","297.1.1","ZC3HAV1","ENSG00000105939","zinc finger CCCH-type containing, antiviral 1 [Source:HGNC Symbol;Acc:HGNC:23721]"
"298","Q61768","ENSMUSG00000006740","298.1.1","KIF5B","ENSG00000170759","kinesin family member 5B [Source:HGNC Symbol;Acc:HGNC:6324]"
"299","Q6PDL0","ENSMUSG00000035770","299.1.1","DYNC1LI2","ENSG00000135720","dynein cytoplasmic 1 light intermediate chain 2 [Source:HGNC Symbol;Acc:HGNC:2966]"
"300","Q76KJ5","ENSMUSG00000047649","300.1.1","POLR1G","ENSG00000117877","RNA polymerase I subunit G [Source:HGNC Symbol;Acc:HGNC:24219]"
"301","Q80TV8","N/A","301.1.1","N/A","N/A","N/A"
"302","Q8BJW5-2","ENSMUSG00000018433","302.1.1","NOL11","ENSG00000130935","nucleolar protein 11 [Source:HGNC Symbol;Acc:HGNC:24557]"
"303","Q8BMZ5-2","ENSMUSG00000035585","303.1.1","TSEN34","ENSG00000170892","tRNA splicing endonuclease subunit 34 [Source:HGNC Symbol;Acc:HGNC:15506]"
"304","Q8CE90","ENSMUSG00000002948","304.1.1","MAP2K7","ENSG00000076984","mitogen-activated protein kinase kinase 7 [Source:HGNC Symbol;Acc:HGNC:6847]"
"304","Q8CE90","ENSMUSG00000109061","304.2.1","MAP2K7","ENSG00000076984","mitogen-activated protein kinase kinase 7 [Source:HGNC Symbol;Acc:HGNC:6847]"
"305","Q8R035","ENSMUSG00000018858","305.1.1","MRPL58","ENSG00000167862","mitochondrial ribosomal protein L58 [Source:HGNC Symbol;Acc:HGNC:5359]"
"306","Q8R5K4","ENSMUSG00000028430","306.1.1","NOL6","ENSG00000165271","nucleolar protein 6 [Source:HGNC Symbol;Acc:HGNC:19910]"
"307","Q91VZ6","ENSMUSG00000026155","307.1.1","SMAP1","ENSG00000112305","small ArfGAP 1 [Source:HGNC Symbol;Acc:HGNC:19651]"
"308","Q921Q7","ENSMUSG00000024883","308.1.1","RIN1","ENSG00000174791","Ras and Rab interactor 1 [Source:HGNC Symbol;Acc:HGNC:18749]"
"309","Q99MJ9","ENSMUSG00000020076","309.1.1","DDX50","ENSG00000107625","DExD-box helicase 50 [Source:HGNC Symbol;Acc:HGNC:17906]"
"310","Q99PJ2","ENSMUSG00000025034","310.1.1","TRIM8","ENSG00000171206","tripartite motif containing 8 [Source:HGNC Symbol;Acc:HGNC:15579]"
"311","Q9CPZ8","ENSMUSG00000039163","311.1.1","CMC1","ENSG00000187118","C-X9-C motif containing 1 [Source:HGNC Symbol;Acc:HGNC:28783]"
"312","Q9CQ33","ENSMUSG00000022761","312.1.1","LZTR1","ENSG00000099949","leucine zipper like transcription regulator 1 [Source:HGNC Symbol;Acc:HGNC:6742]"
"313","Q9CQF0","ENSMUSG00000024902","313.1.1","MRPL11","ENSG00000174547","mitochondrial ribosomal protein L11 [Source:HGNC Symbol;Acc:HGNC:14042]"
"314","Q9DB20","ENSMUSG00000022956","314.1.1","ATP5PO","ENSG00000241837","ATP synthase peripheral stalk subunit OSCP [Source:HGNC Symbol;Acc:HGNC:850]"
"314","Q9DB20","ENSMUSG00000022956","314.1.2","","ENSG00000249209","novel protein similar to ATP synthase delta (OSCP) subunit domain"
"315","Q9DB98","ENSMUSG00000078813","315.1.1","LENG1","ENSG00000105617","leukocyte receptor cluster member 1 [Source:HGNC Symbol;Acc:HGNC:15502]"
"316","Q9DBF1","ENSMUSG00000053644","316.1.1","ALDH7A1","ENSG00000164904","aldehyde dehydrogenase 7 family member A1 [Source:HGNC Symbol;Acc:HGNC:877]"
"317","Q9JHP7","ENSMUSG00000026047","317.1.1","POGLUT2","ENSG00000134901","protein O-glucosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:19350]"
"318","Q9JKF7","ENSMUSG00000022889","318.1.1","MRPL39","ENSG00000154719","mitochondrial ribosomal protein L39 [Source:HGNC Symbol;Acc:HGNC:14027]"
"319","Q9Z321","ENSMUSG00000022779","319.1.1","TOP3B","ENSG00000100038","DNA topoisomerase III beta [Source:HGNC Symbol;Acc:HGNC:11993]"
"320","O08983","N/A","320.1.1","N/A","N/A","N/A"
"321","P27600","ENSMUSG00000000149","321.1.1","GNA12","ENSG00000146535","G protein subunit alpha 12 [Source:HGNC Symbol;Acc:HGNC:4380]"
"322","P28741","ENSMUSG00000018395","322.1.1","KIF3A","ENSG00000131437","kinesin family member 3A [Source:HGNC Symbol;Acc:HGNC:6319]"
"323","P35980","ENSMUSG00000059070","323.1.1","RPL18","ENSG00000063177","ribosomal protein L18 [Source:HGNC Symbol;Acc:HGNC:10310]"
"324","P40336","ENSMUSG00000020078","324.1.1","VPS26A","ENSG00000122958","VPS26, retromer complex component A [Source:HGNC Symbol;Acc:HGNC:12711]"
"325","P62806","ENSMUSG00000060093","325.1.1","N/A","N/A","N/A"
"325","P62806","ENSMUSG00000060639","325.2.1","N/A","N/A","N/A"
"325","P62806","ENSMUSG00000060678","325.3.1","N/A","N/A","N/A"
"325","P62806","ENSMUSG00000060981","325.4.1","N/A","N/A","N/A"
"325","P62806","ENSMUSG00000061482","325.5.1","N/A","N/A","N/A"
"325","P62806","ENSMUSG00000064288","325.6.1","N/A","N/A","N/A"
"325","P62806","ENSMUSG00000067455","325.7.1","H4C15","ENSG00000270276","H4 clustered histone 15 [Source:HGNC Symbol;Acc:HGNC:29607]"
